Date;Month;Year;Day;Hour;Grid;PV;Storage;C65B;C65
10/12/2014 15:00;12;2014;10;15;218.6398466;-3.997342575;0;-55.01914978;-46.8936931
10/12/2014 16:00;12;2014;10;16;213.4716042;-0.044929887;0;-55.18018519;-47.91302992
10/12/2014 17:00;12;2014;10;17;187.2697929;0.033506277;0;-55.14475021;-47.89418647
10/12/2014 18:00;12;2014;10;18;111.6837827;0.033122257;0;-55.11121502;-48.08687668
10/12/2014 19:00;12;2014;10;19;92.07935105;0.032446823;0;-55.10034523;-39.86631002
10/12/2014 20:00;12;2014;10;20;76.20629788;0.032421993;0;-45.0264185;-50.05736329
10/12/2014 21:00;12;2014;10;21;73.82100309;0.031908823;0;-49.33796511;-28.85421128
10/12/2014 22:00;12;2014;10;22;139.4666172;0.024536763;0;-1.802592192;0.172644112
10/12/2014 23:00;12;2014;10;23;118.7415423;0.022717356;0;0.10672206;0.147092417
11/12/2014 0:00;12;2014;11;0;111.5740935;0.021993492;0;0.10677676;0.148370763
11/12/2014 1:00;12;2014;11;1;110.8704728;0.022044952;0;0.106268855;0.145922307
11/12/2014 2:00;12;2014;11;2;103.4451207;0.021868742;0;0.10616999;0.146170819
11/12/2014 3:00;12;2014;11;3;110.2031443;0.021739917;0;0.106235105;0.146195276
11/12/2014 4:00;12;2014;11;4;113.4480026;0.0220433;0;0.10631192;0.145197023
11/12/2014 5:00;12;2014;11;5;109.705255;0.02369257;0;-9.796686201;-7.844078546
11/12/2014 6:00;12;2014;11;6;44.50812896;0.03247552;0;-55.09371001;-50.3846365
11/12/2014 7:00;12;2014;11;7;78.47029946;0.032660967;0;-55.20446517;-48.78938986
11/12/2014 8:00;12;2014;11;8;106.9222609;-0.922341947;0;-55.21668002;-48.37964668
11/12/2014 9:00;12;2014;11;9;148.1486022;-13.31330235;-0.90666668;-55.26851495;-47.20520337
11/12/2014 10:00;12;2014;11;10;156.3107157;-21.13130849;-1.600000024;-55.19677003;-46.48759321
11/12/2014 11:00;12;2014;11;11;199.6029355;-34.94273659;-1.600000024;-55.11890004;-44.42879016
11/12/2014 12:00;12;2014;11;12;124.273304;-37.95691999;-1.600000024;-55.06480986;-44.86436011
11/12/2014 13:00;12;2014;11;13;185.2457344;-32.12730338;-1.600000024;-55.16434002;-45.08313007
11/12/2014 14:00;12;2014;11;14;170.5027415;-20.49740462;-1.600000024;-55.01326504;-44.73247
11/12/2014 15:00;12;2014;11;15;179.1665713;-6.553898595;-1.600000024;-55.06978029;-45.5211867
11/12/2014 16:00;12;2014;11;16;123.7538306;-0.152171869;-1.600000024;-55.19425011;-47.75318667
11/12/2014 17:00;12;2014;11;17;110.6077502;0.034617543;-1.600000024;-55.195755;-47.82514
11/12/2014 18:00;12;2014;11;18;73.25280018;0.035167477;-1.600000024;-55.14534016;-46.1221
11/12/2014 19:00;12;2014;11;19;68.29094734;0.035007183;-1.600000024;-46.81052004;-47.56858298
11/12/2014 20:00;12;2014;11;20;66.23214868;0.035318983;-1.600000024;-48.07687012;-47.86219991
11/12/2014 21:00;12;2014;11;21;81.92104823;0.034183867;-1.600000024;-51.52982496;-25.28934993
