Grid,"datetime","Load","FinalSuggestions","RES","LoadOriginal","GridOriginal","Storage"
77.4408061815255,"2015-04-19T08:00:00Z",107.521560131037,0,30.0807539495117,107.521560131037,77.4408061815255,0
50.7717476466246,"2015-04-19T09:00:00Z",95,0,44.2282523533754,95,50.7717476466246,0
89.7585761534794,"2015-04-19T10:00:00Z",106.061791678868,0,16.3032155253889,106.061791678868,89.7585761534794,0
131.557218053141,"2015-04-19T11:00:00Z",146.445891794985,0,14.8886737418433,146.445891794985,131.557218053141,0
99.2766310963132,"2015-04-19T12:00:00Z",111.528839339398,0,12.2522082430847,111.528839339398,99.2766310963132,0
105.952320166822,"2015-04-19T13:00:00Z",120.241169266035,0,14.2888490992136,120.241169266035,105.952320166822,0
102.016737409078,"2015-04-19T14:00:00Z",117.994240187937,0,15.9775027788586,117.994240187937,102.016737409078,0
100.687126757682,"2015-04-19T15:00:00Z",118.312607171942,0,17.6254804142598,118.312607171942,100.687126757682,0
113.516753227377,"2015-04-19T16:00:00Z",132.609269793906,0,19.0925165665284,132.609269793906,113.516753227377,0
109.737249486894,"2015-04-19T17:00:00Z",130.418098584947,0,20.6808490980526,130.418098584947,109.737249486894,0
98.747846388708,"2015-04-19T18:00:00Z",121.41341891233,0,22.665572523622,121.41341891233,98.747846388708,0
90.8144760335041,"2015-04-19T19:00:00Z",114.535349655826,0,23.720873622322,114.535349655826,90.8144760335041,0
85.2548205809785,"2015-04-19T20:00:00Z",111.15044172748,0,25.8956211465017,111.15044172748,85.2548205809785,0
82.5445022485235,"2015-04-19T21:00:00Z",110.37159510513,0,27.8270928566068,110.37159510513,82.5445022485235,0
60.4735846045338,"2015-04-19T22:00:00Z",96.3606677486929,0,35.8870831441591,96.3606677486929,60.4735846045338,0
47.2810453969828,"2015-04-19T23:00:00Z",95,0,47.7189546030172,95,47.2810453969828,0
76.5355919406059,"2015-04-20T00:00:00Z",97.4371394888915,0,20.9015475482856,97.4371394888915,76.5355919406059,0
65.6946400942296,"2015-04-20T01:00:00Z",97.8284486593143,0,32.1338085650847,97.8284486593143,65.6946400942296,0
53.8397696706381,"2015-04-20T02:00:00Z",95,0,41.1602303293619,95,53.8397696706381,0
50.8187177964385,"2015-04-20T03:00:00Z",98.1458373880281,0,47.3271195915896,98.1458373880281,50.8187177964385,0
44.5860895921809,"2015-04-20T04:00:00Z",95,0,50.4139104078191,95,44.5860895921809,0
48.4563241100851,"2015-04-20T05:00:00Z",98.864818420901,0,50.4084943108159,98.864818420901,48.4563241100851,0
105.515168732506,"2015-04-20T06:00:00Z",152.247714510848,0,46.732545778342,152.247714510848,105.515168732506,0
125.674973249314,"2015-04-20T07:00:00Z",165.963543621645,0,40.2885703723311,165.963543621645,125.674973249314,0
157.23449545403,"2015-04-20T08:00:00Z",187.576183788491,0,30.341688334461,187.576183788491,157.23449545403,5.07684577
169.258864879728,"2015-04-20T09:00:00Z",214.182019110128,0,44.9231542303999,214.182019110128,169.258864879728,44.92315423
222.326488822722,"2015-04-20T10:00:00Z",239.757050961831,0,17.4305621391096,239.757050961831,222.326488822722,-5.379078473
268.171633302932,"2015-04-20T11:00:00Z",282.605705241849,0,14.434071938917,282.605705241849,268.171633302932,-44.62092153
226.105498427343,"2015-04-20T12:00:00Z",238.61754467833,0,12.512046250987,238.61754467833,226.105498427343,0
223.984808665794,"2015-04-20T13:00:00Z",238.184825284696,0,14.2000166189026,238.184825284696,223.984808665794,0
207.852305698133,"2015-04-20T14:00:00Z",223.843688631429,0,15.9913829332957,223.843688631429,207.852305698133,9.095104652
201.392120173888,"2015-04-20T15:00:00Z",218.79893665158,0,17.4068164776917,218.79893665158,201.392120173888,15.55529018
198.693178079822,"2015-04-20T16:00:00Z",217.944046732921,0,19.2508686530988,217.944046732921,198.693178079822,18.25423227
167.183647610469,"2015-04-20T17:00:00Z",188.005684099838,0,20.8220364893692,188.005684099838,167.183647610469,7.095372902
138.424440947586,"2015-04-20T18:00:00Z",161.093743571384,0,22.6693026237983,161.093743571384,138.424440947586,0
131.116949387475,"2015-04-20T19:00:00Z",155.469253458379,0,24.3523040709035,155.469253458379,131.116949387475,0
127.09655093184,"2015-04-20T20:00:00Z",153.072008348047,0,25.9754574162076,153.072008348047,127.09655093184,0
115.391170523563,"2015-04-20T21:00:00Z",143.642734419079,0,28.2515638955165,143.642734419079,115.391170523563,0
89.121573710692,"2015-04-20T22:00:00Z",125.467397219553,0,36.3458235088613,125.467397219553,89.121573710692,0
63.0131909723671,"2015-04-20T23:00:00Z",111.659689499419,0,48.6464985270514,111.659689499419,63.0131909723671,0
75.4170249417527,"2015-04-21T00:00:00Z",96.957955022281,0,21.5409300805283,96.957955022281,75.4170249417527,-50
