"Grid","datetime","Load","FinalSuggestions","RES"
136.785970276516,"2015-04-21T11:00:00Z",248.866309891877,0,112.080339615361
115.278427220705,"2015-04-21T12:00:00Z",231.764522998502,0,116.486095777797
98.2402050621723,"2015-04-21T13:00:00Z",225.469857441785,0,127.229652379612
76.5904037043412,"2015-04-21T14:00:00Z",204.712369322375,0,128.121965618034
81.9377633243248,"2015-04-21T15:00:00Z",199.604190981169,0,117.666427656844
62.5995650900005,"2015-04-21T16:00:00Z",158.559919367423,0,95.9603542774226
41.4500449295873,"2015-04-21T17:00:00Z",120.974861588208,0,79.5248166586208
56.2438112844538,"2015-04-21T18:00:00Z",110.339148144246,0,54.095336859792
90.6270362029936,"2015-04-21T19:00:00Z",124.281084800027,0,33.6540485970329
91.3509577994508,"2015-04-21T20:00:00Z",119.873501407458,0,28.5225436080075
90.4855498795374,"2015-04-21T21:00:00Z",117.53939133549,0,27.0538414559528
75.8271295667477,"2015-04-21T22:00:00Z",104.076549655726,0,28.2494200889782
78.8118172982587,"2015-04-21T23:00:00Z",108.75512904928,0,29.9433117510218
107.490952266498,"2015-04-22T00:00:00Z",100.576227519237,0,-6.9147247472607
105.341136990435,"2015-04-22T01:00:00Z",99.8769184422825,0,-5.46421854815227
98.6373302226511,"2015-04-22T02:00:00Z",95,0,-3.63733022265113
99.9893686923876,"2015-04-22T03:00:00Z",97.9281534290404,0,-2.06121526334724
100.780839495299,"2015-04-22T04:00:00Z",100.551327196647,0,-0.229512298651589
101.616756507931,"2015-04-22T05:00:00Z",103.058460787305,0,1.44170427937396
149.637371408736,"2015-04-22T06:00:00Z",152.68982575176,0,3.05245434302393
161.155989727862,"2015-04-22T07:00:00Z",166.455953121958,0,5.29996339409595
161.66537165183,"2015-04-22T08:00:00Z",197.008395883506,0,35.3430242316758
153.98165259595,"2015-04-22T09:00:00Z",221.851177892278,0,67.8695252963284
146.913614066147,"2015-04-22T09:00:00Z",213.942975835914,0,67.0293617697674
